@RELATION WekaTry3

@ATTRIBUTE attribute_0 {Desert Marathon,Jerusalem Marathon,Tel Aviv Marathon,Tiberias Winner Marathon,﻿Marathon Name}
@ATTRIBUTE attribute_1 {"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceOne,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אלישע דגניה ב' 2017,מרוץ הגליל העליון ה-2,מרוץ הגליל העליון ה-3,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ כפר סבא,מרוץ כפר-סבא 2017,מרוץ להבים,מרוץ מעגן מיכאל,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרוץ שליחים כרמל טרייל יום III,מרתון Winner טבריה 2017,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018}
@ATTRIBUTE attribute_2 {RaceOneKM,אילת 2016",אליפות הארץ ל 15 ק""מ",5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_3 REAL
@ATTRIBUTE attribute_4 REAL
@ATTRIBUTE attribute_5 {-98,-49,-21,"המרתון המדברי,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'","מרוץ הערבה ע""ש יוני פרידמן","מרוץ ראשון לציון,"מרתון התנ""ך 2017",Desert Marathon 2017,International Tiberias Winner Marathon 2018,RaceTwo,בשביל הבנים הדרוזים,חצי מרתון אשכול גליל מערבי,חצי מרתון גליל מערבי,חצי מרתון השרון 2016,חצי מרתון השרון 2017,חצי מרתון חיפה ה-19,חצי מרתון עמק המעיינות,מסכמת תל אביב,מרוץ אייל 2016,מרוץ אייל 2017,מרוץ אשדוד אליפות ישראל,מרוץ בית יצחק,מרוץ גיא,מרוץ דגניה ב,מרוץ הלילה של נהריה 2017,מרוץ הלילה של תל-אביב,מרוץ הלילה של תל-אביב 2017,מרוץ התחתונים ה-6,מרוץ חבר,מרוץ חיפה 2017,מרוץ כוכב יאיר צור יגאל 2016,מרוץ נהריה 2016,מרוץ נס ציונה,מרוץ ספארי רמת-גן,מרוץ ראשון לציון 2017,מרתון Winner טבריה 2017,מרתון טבריה Winner 2016,מרתון סמסונג תל-אביב 2016,מרתון סמסונג תל-אביב 2017,מרתון סמסונג תל-אביב 2018,ספורטיאדה ריצה ואופניים יום I,שביל הבנים הדרוזים 2017}
@ATTRIBUTE attribute_6 {RaceTwoKM,אילת 2016",אליפות הארץ ל 15 ק""מ",בשביל הבנים הדרוזים,מרוץ אייל 2016,מרוץ גיא,מרוץ הלילה של תל-אביב,מרוץ כוכב יאיר צור יגאל 2016,מרתון טבריה Winner 2016,5000,10000,15000,21097,42195}
@ATTRIBUTE attribute_7 REAL
@ATTRIBUTE attribute_8 REAL
@ATTRIBUTE attribute_9 REAL
@ATTRIBUTE attribute_10 REAL
@ATTRIBUTE attribute_11 {-0.215669179,-0.174586461,-0.082839791,-0.071312378,-0.02049143,-0.004769332,6.25E-05,0.010449148,0.014489943,0.030416983,0.033153012,0.034807161,0.039829206,0.041157229,0.046475263,0.046554953,0.048813074,0.049594136,0.063925742,0.07320708,0.083788938,0.087728666,0.089009278,0.092999982,0.097684071,0.106577038,0.112547782,0.124013958,0.133135206,0.134501548,0.143946516,0.155706161,0.160721089,0.165110336,0.168380915,0.172193511,0.172271523,0.183198071,0.190877815,0.195560987,0.208016315,0.218905121,0.224393941,0.243287052,0.254375723,0.26100101,0.265141594,0.290113693,0.296547784,0.335186489,0.351423989,Failure,Improvement,Same,Seccess}

@DATA
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.412208259,-104,מרוץ הלילה של תל-אביב 2017,10000,0.229440481,-11,14459,0.117413695,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.465471676,-84,מרוץ הלילה של תל-אביב,10000,0.299202128,-16,17817,0.311285054,Failure
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.380062305,-14,חצי מרתון עמק המעיינות,21097,0.213949213,-84,15406,0.171067834,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.327317019,-98,מרוץ אייל 2017,15000,0.494793537,-6,16731,0.191784684,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.553859964,-104,מרוץ הלילה של תל-אביב 2017,10000,0.501502065,-11,19556,0.2798246,Failure
Tel Aviv Marathon,מרוץ הלילה של תל-אביב 2017,10000,0.171047691,-115,מרוץ הלילה של תל-אביב 2017,10000,0.30022531,0,15017,0.243027558,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.192644817,-77,מרוץ הלילה של תל-אביב,10000,0.528495441,-23,11684,-0.141088103,Seccess
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.136045042,-35,מרוץ אייל 2016,15000,0.115190785,-20,10607,0.037623466,Same
Desert Marathon,מרוץ נהריה 2016,10000,0.134855512,-28,בשביל הבנים הדרוזים,15000,0.091215741,-28,12352,0.031820554,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.420982736,-14,חצי מרתון עמק המעיינות,21097,0.390210272,-84,15422,0.06355934,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.353671148,-84,מרוץ אייל 2017,15000,0.382944345,-20,16191,0.195410286,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.365586207,-49,חצי מרתון עמק המעיינות,21097,0.251752269,-35,13807,0.074941121,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.354275862,-49,מרוץ אייל 2016,15000,0.247084233,-55,13457,0.055871943,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.166034701,-35,חצי מרתון אשכול גליל מערבי,10000,0.029039678,-56,11929,0.156876604,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.37469838,-35,מרוץ אשדוד אליפות ישראל,10000,0.430301149,-31,15816,0.119982994,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.462024589,-37,מרוץ אייל 2017,15000,0.573788151,-20,15423,-0.010046982,Seccess
Jerusalem Marathon,מרוץ ראשון לציון 2017,15000,0.335498538,-42,מרתון Winner טבריה 2017,10000,0.313595992,-28,15650,0.145125647,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.304492704,-35,מרוץ אייל 2016,15000,0.262922966,-20,15053,0.186154234,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.29012984,-35,מרוץ אייל 2016,15000,0.272714183,-20,14819,0.172302126,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.303113869,-84,מרוץ אייל 2017,15000,0.347755835,-20,14246,0.097371784,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.429736872,-35,מרוץ חבר,15000,0.276125194,-56,16162,0.193413794,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.299102334,-104,מרוץ הלילה של תל-אביב 2017,10000,0.223995494,-11,15659,0.263626773,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.429621969,-35,מרוץ חבר,15000,0.288799793,-56,17338,0.268237395,Failure
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.102838102,-35,מרוץ אייל 2016,15000,0.086969042,-20,10016,0.027579186,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.238423532,-35,מרוץ אשדוד אליפות ישראל,10000,0.275069854,-31,13474,0.104218824,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.296334597,-35,מרוץ אייל 2016,15000,0.245068395,-20,14801,0.181781263,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.356014363,-104,מרוץ הלילה של תל-אביב 2017,10000,0.19677056,-11,14362,0.154818145,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.335286683,-84,מרוץ ספארי רמת-גן,10000,0.507001795,-21,14287,-0.00042526,Seccess
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.349192101,-104,"מרוץ הספארי רמת גן ע""ש דוד מלמדוביץ'",5000,0.120672098,-8,14987,0.241558519,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.296219694,-98,Desert Marathon 2017,42195,0.571709879,-14,15181,0.018889651,Same
Tiberias Winner Marathon,מרוץ אייל 2017,15000,0.301795332,-57,מרוץ הלילה של נהריה 2017,10000,0.238347859,-32,13966,0.133686621,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.260025279,-35,מרוץ אייל 2016,15000,0.251403888,-20,15399,0.238009555,Same
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",21097,0.262149141,-49,מרוץ אייל 2016,15000,0.27199424,-6,14043,0.133135206,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.355279789,-35,מרוץ אייל 2016,15000,0.276601872,-20,15480,0.183369515,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.368493623,-35,מרוץ אייל 2016,15000,0.333477322,-20,14959,0.112393838,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.147535333,-35,מרוץ אייל 2016,15000,0.121670266,-20,10799,0.041879959,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.161898196,-35,מרוץ אייל 2016,15000,0.135781138,-20,11173,0.053436195,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.174192807,-84,מרוץ אייל 2016,15000,0.142548596,-20,11652,0.058637416,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.160404458,-35,מרוץ אייל 2016,15000,0.154355652,-20,11311,0.054413049,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.378827586,-70,חצי מרתון עמק המעיינות,21097,0.194530622,-35,13294,0.033359003,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.188096059,-35,מרוץ אייל 2016,15000,0.177681785,-20,11985,0.07538694,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.186487418,-35,"המרתון המדברי, אילת 2016",21097,0.125994973,-14,11567,0.07320708,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.104712042,-21,מרתון Winner טבריה 2017,10000,0.11204737,-49,11411,0.09206488,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.443525221,-84,מרוץ אייל 2016,15000,0.411231102,-20,16560,0.169065596,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.312421004,-84,מרוץ אייל 2017,15000,0.422800718,-20,14249,0.055413119,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.361089939,-77,מרוץ אייל 2016,15000,0.329445644,-27,14468,0.08944423,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.32251043,-59,מרוץ אייל 2017,15000,0.328904847,-45,13459,0.040082407,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.388600195,-21,מרוץ אייל 2016,15000,0.303095752,-83,15175,0.143521953,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.313340228,-35,מרוץ אייל 2016,15000,0.297192225,-20,14714,0.141216533,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.343559692,-84,מרוץ אייל 2016,15000,0.284665227,-20,16668,0.290680737,Failure
Tiberias Winner Marathon,"המרתון המדברי, אילת 2016",21097,0.267176372,-49,מרוץ אייל 2016,15000,0.283513319,-6,13581,0.092999982,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.355279789,-84,מרוץ אייל 2016,15000,0.279193665,-20,15195,0.173679393,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.285418821,-35,מרוץ אייל 2016,15000,0.248668107,-20,13707,0.109991019,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.395560615,-14,חצי מרתון עמק המעיינות,21097,0.264966104,-84,13793,0.028705797,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.267608871,-35,מרוץ אייל 2016,15000,0.244924406,-20,15066,0.214491982,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.407034483,-49,חצי מרתון עמק המעיינות,21097,0.243019648,-35,13460,0.031756854,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.265081007,-84,מרוץ אייל 2016,15000,0.236717063,-20,14277,0.169046849,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.312076296,-84,מרוץ אייל 2016,15000,0.210655148,-20,12283,0.004424769,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.228771688,-35,מרוץ אייל 2016,15000,0.209215263,-20,15834,0.304730663,Failure
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.603849085,-77,מרוץ אייל 2016,15000,0.506407487,-27,16259,0.018045274,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.102143633,-21,חצי מרתון השרון 2016,21097,0.044778963,-77,11527,0.134350705,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.441686775,-35,"המרתון המדברי, אילת 2016",42195,0.302582707,-14,14077,0.030416983,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.175226933,-35,"המרתון המדברי, אילת 2016",42195,0.261639458,-14,11888,0.033153012,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.289785132,-105,"המרתון המדברי, אילת 2016",42195,0.707523538,-14,14802,-0.082839791,Seccess
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.42064632,-104,מרוץ חיפה 2017,21097,0.379362145,-8,15825,0.137197825,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.335177319,-21,"המרתון המדברי, אילת 2016",21097,0.241202346,-98,14194,0.089009278,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.487898844,-21,מרתון Winner טבריה 2017,10000,0.375768618,-49,17681,0.166832512,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.264507716,-14,חצי מרתון עמק המעיינות,21097,0.239802367,-84,12982,0.051957513,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.340572216,-35,חצי מרתון חיפה ה-19,21097,0.404775202,-28,15643,0.137878015,Same
Jerusalem Marathon,מרתון Winner טבריה 2017,42195,0.570137931,-70,חצי מרתון עמק המעיינות,21097,0.462714007,-35,17897,0.095958915,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,21097,0.487404919,-21,מרתון סמסונג תל-אביב 2017,21097,0.484935296,0,16844,0.059336402,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.3359761,-35,חצי מרתון עמק המעיינות,21097,0.438584396,0,17507,0.2518232,Failure
Jerusalem Marathon,מרוץ התחתונים ה-6,10000,0.42716958,-77,חצי מרתון עמק המעיינות,21097,0.387797311,-28,14965,0.018683592,Same
Tel Aviv Marathon,חצי מרתון השרון 2016,21097,0.402248476,-77,חצי מרתון עמק המעיינות,21097,0.355969206,-7,15115,0.105622508,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.45156552,-21,חצי מרתון עמק המעיינות,21097,0.32333678,-84,15470,0.070789561,Same
Tel Aviv Marathon,מרוץ ראשון לציון 2017,15000,0.249594024,-21,חצי מרתון עמק המעיינות,21097,0.308973917,-63,15629,0.245184526,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.455131854,-14,חצי מרתון עמק המעיינות,21097,0.38377571,-84,14600,-0.005898587,Seccess
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.296827586,-49,חצי מרתון עמק המעיינות,21097,0.210502126,-35,12915,0.060985318,Same
Tel Aviv Marathon,מרתון Winner טבריה 2017,42195,0.260827586,-49,חצי מרתון עמק המעיינות,21097,0.19682868,-35,12695,0.068813923,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.384771427,-14,חצי מרתון השרון 2017,21097,0.223233856,-91,15126,0.145131558,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.852029378,-21,חצי מרתון השרון 2016,21097,0.476943598,-77,21571,0.181242315,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.666099729,-21,חצי מרתון השרון 2016,21097,0.621760671,-77,19492,0.069756685,Same
Jerusalem Marathon,חצי מרתון עמק המעיינות,21097,0.271630472,-98,מרוץ אייל 2017,15000,0.26032316,-20,13411,0.067153595,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.276459219,-21,מרתון Winner טבריה 2017,42195,0.318482759,-49,13029,0.005736379,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.431774256,-21,מרתון Winner טבריה 2017,42195,0.374206897,-49,17200,0.165126286,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.588944724,-21,מרתון Winner טבריה 2017,42195,0.419655172,-49,14985,-0.076862666,Seccess
Jerusalem Marathon,מרתון סמסונג תל-אביב 2017,42195,0.804715887,-21,מרתון Winner טבריה 2017,42195,0.802827586,-49,20239,-0.042641219,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.23635528,-84,מרוץ חיפה 2017,21097,0.229835914,-28,13403,0.12863736,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.22727795,-84,מרוץ אייל 2017,15000,0.253500898,-20,12445,0.051938331,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.044871795,-6,מרתון סמסונג תל-אביב 2017,42195,0.078082721,-15,10067,0.053606896,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.407892241,-14,Desert Marathon 2017,42195,0.569904824,-98,13294,-0.163682082,Seccess
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,42195,0.532866533,-47,מרוץ הלילה של תל-אביב 2017,10000,0.146263612,-68,13440,0.02484846,Same
Tel Aviv Marathon,מרוץ אייל 2017,15000,0.33572711,-104,מרוץ הלילה של תל-אביב 2017,10000,0.206721742,-11,14216,0.14940877,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,10000,0.173018137,-91,מרוץ אייל 2017,15000,0.344344704,-13,14486,0.18151274,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.456624153,-84,מרוץ הלילה של תל-אביב 2017,10000,0.330454375,-31,19149,0.384480007,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.570148225,-84,מרוץ אייל 2017,15000,0.575583483,-20,17484,0.084527466,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.372112629,-91,מרוץ הלילה של תל-אביב 2017,10000,0.256853173,-24,15203,0.177656489,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.312191198,-84,מרוץ אייל 2017,15000,0.34470377,-20,13961,0.073711467,Same
Jerusalem Marathon,מרוץ כפר-סבא 2017,10000,0.564577398,-6,מרוץ התחתונים ה-6,10000,0.458754983,-71,17891,0.10033762,Same
Tiberias Winner Marathon,מרוץ אייל 2017,15000,0.288868941,-57,מרוץ הלילה של תל-אביב 2017,10000,0.224183252,-11,12611,0.050418745,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.352554375,-91,מרוץ הלילה של תל-אביב 2017,10000,0.372136688,-24,16298,0.209124439,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.213374698,-84,מרוץ חיפה 2017,21097,0.239080194,-28,14517,0.216212603,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.460990463,-84,מרוץ אייל 2017,15000,0.591561939,-20,17362,0.122278461,Same
Tel Aviv Marathon,Desert Marathon 2017,21097,0.300963348,-98,מרוץ הלילה של תל-אביב 2017,10000,0.368381525,-17,16403,0.244404576,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.514190509,-84,מרוץ הלילה של תל-אביב 2017,10000,0.348291401,-31,18314,0.286284221,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.39098721,-47,מרוץ הלילה של תל-אביב 2017,10000,0.416072099,-68,17747,0.272917494,Failure
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.337829736,-47,מרוץ הלילה של תל-אביב 2017,10000,0.24389786,-68,15510,0.223517134,Same
Tel Aviv Marathon,Desert Marathon 2017,42195,0.69527404,-98,מרוץ הלילה של תל-אביב 2017,10000,0.092564777,-17,13172,-0.048921944,Seccess
Tel Aviv Marathon,International Tiberias Winner Marathon 2018,21097,0.314148681,-47,מרוץ הלילה של תל-אביב 2017,10000,0.225685317,-68,16157,0.2913378,Failure
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.294955762,-84,מרוץ הלילה של תל-אביב 2017,10000,0.227187383,-31,14332,0.167965593,Same
Tel Aviv Marathon,מרוץ חיפה 2017,21097,0.3168477,-112,חצי מרתון גליל מערבי,21097,0.373903893,-7,15874,0.195376214,Same
Tel Aviv Marathon,Desert Marathon 2017,10000,0.192748092,-98,חצי מרתון גליל מערבי,10000,0.241515651,-21,14652,0.235088661,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.43755027,-37,מרוץ חיפה 2017,21097,0.37855327,-28,18153,0.294863349,Failure
Tiberias Winner Marathon,מרוץ אייל 2017,15000,0.211669659,-57,חצי מרתון גליל מערבי,21097,0.137320239,-15,12289,0.109443319,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.4940825,-84,מרוץ גיא,10000,0.441523922,-34,18100,0.234218089,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.284844307,-84,מרוץ חיפה 2017,21097,0.285994916,-28,14400,0.14854402,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.300241296,-84,מרוץ חיפה 2017,21097,0.243933441,-28,13864,0.123044125,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.286460968,-91,מרוץ חיפה 2017,21097,0.368731223,-21,14033,0.079779113,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.335401586,-84,מרוץ חיפה 2017,21097,0.377166628,-28,16275,0.213519559,Same
Tel Aviv Marathon,חצי מרתון השרון 2017,21097,0.296577306,-91,מרוץ אייל 2017,15000,0.394254937,-13,15654,0.179397325,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.559042264,-59,חצי מרתון עמק המעיינות,21097,0.424796047,-25,16029,0.060062298,Same
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.444904056,-84,מרוץ אייל 2017,15000,0.472531418,-20,16691,0.141224304,Same
Tiberias Winner Marathon,חצי מרתון עמק המעיינות,21097,0.63162128,-37,מרוץ אייל 2017,15000,0.663195691,-20,15001,-0.169700569,Seccess
Tel Aviv Marathon,חצי מרתון עמק המעיינות,21097,0.284614501,-84,מרוץ אייל 2017,15000,0.29443447,-20,15204,0.202687352,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.483040087,-59,חצי מרתון עמק המעיינות,21097,0.377570953,-25,15616,0.091754902,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,21097,0.436160121,-14,Desert Marathon 2017,21097,0.388550548,-98,16096,0.102390336,Same
Tel Aviv Marathon,"מרוץ הערבה ע""ש יוני פרידמן",21097,0.289497551,-59,חצי מרתון השרון 2017,21097,0.271117855,-32,13602,0.095842409,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.653263783,-14,חצי מרתון השרון 2017,21097,0.369077727,-91,17316,0.086096561,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.429182062,-14,חצי מרתון עמק המעיינות,21097,0.297828335,-84,16331,0.167136035,Same
Jerusalem Marathon,מרתון סמסונג תל-אביב 2018,42195,0.541911179,-14,חצי מרתון עמק המעיינות,21097,0.297138918,-84,15015,0.022101034,Same
